# Date	PAR	Temp_Sea	Temp_Deap	pco2whigh
2013-06-09 08:00:00	547.47	14.7	9.87	978.42
2013-06-09 09:00:00	963.62	14.72	9.8	978.37
2013-06-09 10:00:00	1382.63	15	9.77	978.32
2013-06-09 11:00:00	1425.58	15.53	9.87	978.26
2013-06-09 12:00:00	1551.1	15.88	9.96	978.21
2013-06-09 13:00:00	1504.21	16.53	10	978.16
2013-06-09 14:00:00	1404.67	16.92	10.04	978.11
2013-06-09 15:00:00	1235.57	16.95	10.1	978.05
2013-06-09 16:00:00	1027.32	16.93	10.1	978
2013-06-09 17:00:00	784.05	17.25	9.98	977.95
2013-06-09 18:00:00	581.96	17.45	9.94	977.89
2013-06-09 19:00:00	262.01	17.34	10.01	977.84
2013-06-09 20:00:00	43.05	17	10.05	977.79
2013-06-09 21:00:00	0.0	16.46	10.02	977.74
2013-06-09 22:00:00	0.0	16.14	9.99	977.68
2013-06-09 23:00:00	0.0	15.85	9.96	977.63
2013-06-10 00:00:00	7.74	15.73	10.04	977.58
2013-06-10 01:00:00	0.0	15.49	10.06	977.53
2013-06-10 02:00:00	0.0	15.4	10.06	977.49
2013-06-10 03:00:00	0.0	15.34	10.03	977.44
2013-06-10 04:00:00	17.73	15.3	9.92	977.39
2013-06-10 05:00:00	292.24	15.26	9.75	977.35
2013-06-10 06:00:00	561.48	15.2	9.71	977.3
2013-06-10 07:00:00	801.42	15.22	9.64	977.25
2013-06-10 08:00:00	1054.48	15.36	9.57	977.21
2013-06-10 09:00:00	1284	15.47	9.49	977.16
2013-06-10 10:00:00	1443.64	15.7	9.47	977.11
2013-06-10 11:00:00	1526.01	15.88	9.53	977.07
2013-06-10 12:00:00	1552.01	16.1	9.52	977.02
2013-06-10 13:00:00	1483.31	16.71	9.42	976.97
2013-06-10 14:00:00	1397.9	17.41	9.34	976.93
2013-06-10 15:00:00	1228.8	17.39	9.28	976.88
2013-06-10 16:00:00	1017.15	17.33	9.29	976.83
2013-06-10 17:00:00	773.77	17.22	9.34	976.79
2013-06-10 18:00:00	513.85	17.08	9.32	976.74
2013-06-10 19:00:00	261.38	17.05	9.21	976.69
2013-06-10 20:00:00	50.41	16.92	9.17	976.65
2013-06-10 21:00:00	0.0	16.71	9.14	976.6
2013-06-10 22:00:00	0.0	16.4	9.15	976.55
2013-06-10 23:00:00	0.0	16.17	9.19	976.51
2013-06-11 00:00:00	0.0	16.09	9.2	976.46
2013-06-11 01:00:00	0.0	15.99	9.14	976.41
2013-06-11 02:00:00	0.0	15.81	9.22	976.37
2013-06-11 03:00:00	0.0	15.81	9.26	976.32
2013-06-11 04:00:00	7.31	15.86	9.27	976.27
2013-06-11 05:00:00	85.7	15.88	9.29	976.23
2013-06-11 06:00:00	184.64	15.89	9.32	976.18
2013-06-11 07:00:00	399.94	15.88	9.4	976.13
2013-06-11 08:00:00	880.26	15.82	9.44	976.09
2013-06-11 09:00:00	587.02	15.88	9.41	976.04
2013-06-11 10:00:00	700.37	15.92	9.31	975.99
2013-06-11 11:00:00	890.54	15.98	9.24	975.95
2013-06-11 12:00:00	633.34	15.99	9.21	975.9
2013-06-11 13:00:00	551.06	16.06	9.23	975.85
2013-06-11 14:00:00	709.29	16.23	9.34	975.81
2013-06-11 15:00:00	670.48	16.22	9.46	975.76
2013-06-11 16:00:00	399.37	16.14	9.53	975.71
2013-06-11 17:00:00	237.34	16.1	9.55	975.67
2013-06-11 18:00:00	188.35	16.03	9.55	975.62
2013-06-11 19:00:00	52	16	9.6	975.57
2013-06-11 20:00:00	2.1	16	9.63	975.53
2013-06-11 21:00:00	0.0	15.9	9.63	975.48
2013-06-11 22:00:00	0.0	15.89	9.61	975.43
2013-06-11 23:00:00	0.0	15.8	9.6	975.39
2013-06-12 00:00:00	0.0	15.71	9.58	974.37
2013-06-12 01:00:00	0.0	15.6	9.52	973.17
2013-06-12 02:00:00	0.0	15.6	9.51	971.97
2013-06-12 03:00:00	0.0	15.52	9.55	970.77
2013-06-12 04:00:00	6.78	15.48	9.56	969.58
2013-06-12 05:00:00	93.39	15.4	9.57	968.38
2013-06-12 06:00:00	245.21	15.4	9.62	967.18
2013-06-12 07:00:00	290.64	15.4	9.69	965.98
2013-06-12 08:00:00	285.37	15.4	9.71	964.78
2013-06-12 09:00:00	410.86	15.4	9.7	963.58
2013-06-12 10:00:00	1058.6	15.42	9.62	962.38
2013-06-12 11:00:00	1097.71	15.47	9.68	961.18
2013-06-12 12:00:00	1087.83	15.59	9.67	959.99
2013-06-12 13:00:00	501.64	15.5	9.71	958.79
2013-06-12 14:00:00	550.93	15.64	9.71	957.59
2013-06-12 15:00:00	406.3	15.83	9.77	956.39
2013-06-12 16:00:00	136.45	15.73	9.8	955.19
2013-06-12 17:00:00	54.65	15.7	9.87	953.99
2013-06-12 18:00:00	9.8	15.7	9.91	952.79
2013-06-12 19:00:00	4.97	15.68	9.93	951.59
2013-06-12 20:00:00	0.85	15.7	9.96	950.4
2013-06-12 21:00:00	0.0	15.7	9.95	949.2
2013-06-12 22:00:00	0.0	15.6	9.95	948
2013-06-12 23:00:00	0.0	15.55	9.87	946.8
2013-06-13 00:00:00	0.0	15.48	9.86	945.6
2013-06-13 01:00:00	0.0	15.5	9.91	944.4
2013-06-13 02:00:00	0.0	15.5	9.86	943.2
2013-06-13 03:00:00	0.0	15.41	9.95	942
2013-06-13 04:00:00	3.62	15.4	10.01	940.8
2013-06-13 05:00:00	4.16	15.41	10.05	939.61
2013-06-13 06:00:00	23.48	15.5	10.06	938.41
2013-06-13 07:00:00	60.06	15.27	10.1	937.21
2013-06-13 08:00:00	111.38	15.06	10.13	936.01
2013-06-13 09:00:00	113.13	15.11	10.27	934.81
2013-06-13 10:00:00	524.99	15.29	10.37	933.61
2013-06-13 11:00:00	364.14	15.42	10.32	932.41
2013-06-13 12:00:00	278.13	15.43	10.13	931.21
2013-06-13 13:00:00	411.59	15.47	10.05	930.02
2013-06-13 14:00:00	802.5	15.59	10	928.82
2013-06-13 15:00:00	888.95	15.67	9.87	927.62
2013-06-13 16:00:00	468.6	15.69	9.69	926.42
2013-06-13 17:00:00	209.77	15.61	9.58	925.22
2013-06-13 18:00:00	166.81	15.6	9.61	924.02
2013-06-13 19:00:00	102.69	15.6	9.68	922.82
2013-06-13 20:00:00	4.59	15.57	9.78	921.62
2013-06-13 21:00:00	0.0	15.5	9.92	920.43
2013-06-13 22:00:00	0.0	15.5	9.93	919.23
2013-06-13 23:00:00	0.0	15.5	9.91	918.03
2013-06-14 00:00:00	0.0	15.47	9.91	917.65
2013-06-14 01:00:00	0.0	15.42	9.96	917.42
2013-06-14 02:00:00	0.0	15.4	9.9	917.18
2013-06-14 03:00:00	0.0	15.4	9.84	916.94
2013-06-14 04:00:00	0.0	15.4	9.71	916.7
2013-06-14 05:00:00	12.59	15.34	9.72	916.46
2013-06-14 06:00:00	113.66	15.4	9.85	916.22
2013-06-14 07:00:00	278.48	15.43	9.94	915.98
2013-06-14 08:00:00	272.65	15.51	10	915.74
2013-06-14 09:00:00	341.93	15.5	10.05	915.5
2013-06-14 10:00:00	669.99	15.5	10.1	915.26
2013-06-14 11:00:00	1247.93	15.55	10.15	915.02
2013-06-14 12:00:00	1511.18	15.6	10.21	914.78
2013-06-14 13:00:00	1284.2	15.6	10.22	914.54
2013-06-14 14:00:00	1273.96	15.68	10.19	914.3
2013-06-14 15:00:00	1197.87	15.76	10.19	914.07
2013-06-14 16:00:00	1040.52	15.8	10.24	913.83
2013-06-14 17:00:00	794.93	15.78	10.26	913.59
2013-06-14 18:00:00	485.94	15.7	10.25	913.35
2013-06-14 19:00:00	275.14	15.61	10.29	913.11
2013-06-14 20:00:00	59.1	15.6	10.3	912.87
2013-06-14 21:00:00	0.0	15.6	10.28	912.63
2013-06-14 22:00:00	0.0	15.6	10.27	912.39
2013-06-14 23:00:00	0.0	15.52	10.31	912.15
2013-06-15 00:00:00	0.0	15.5	10.33	911.91
2013-06-15 01:00:00	0.0	15.45	10.24	911.67
2013-06-15 02:00:00	0.0	15.34	10.09	911.43
2013-06-15 03:00:00	0.05	15.3	10.04	911.19
2013-06-15 04:00:00	39.31	15.3	10.01	910.96
2013-06-15 05:00:00	256.1	15.23	9.96	910.72
2013-06-15 06:00:00	541.75	15.19	10.06	910.48
2013-06-15 07:00:00	711.65	15.1	10.11	910.24
2013-06-15 08:00:00	1020.12	15.12	10.13	910
2013-06-15 09:00:00	1082.3	15.22	10.15	909.76
2013-06-15 10:00:00	1455.43	15.33	10.18	909.52
2013-06-15 11:00:00	1520.02	15.59	10.1	909.28
2013-06-15 12:00:00	1495.98	15.8	10.01	909.04
2013-06-15 13:00:00	1390.72	16	9.94	908.8
2013-06-15 14:00:00	969.24	16.01	9.91	908.56
2013-06-15 15:00:00	539.05	15.66	9.93	908.32
2013-06-15 16:00:00	440.68	16.3	9.94	908.08
2013-06-15 17:00:00	409.66	16.35	9.96	907.84
2013-06-15 18:00:00	413.06	15.89	9.93	907.61
2013-06-15 19:00:00	50.43	15.7	9.9	907.37
2013-06-15 20:00:00	0.0	15.68	9.95	907.13
2013-06-15 21:00:00	0.0	15.7	9.82	906.89
2013-06-15 22:00:00	0.0	15.66	9.89	906.65
2013-06-15 23:00:00	0.0	15.67	10.06	906.41
2013-06-16 00:00:00	0.0	15.59	10.1	905.65
2013-06-16 01:00:00	0.0	15.51	10.03	904.82
2013-06-16 02:00:00	0.0	15.32	9.97	903.98
2013-06-16 03:00:00	0.0	15.29	9.97	903.15
2013-06-16 04:00:00	18.72	15.28	10.03	902.32
2013-06-16 05:00:00	127.67	15.17	10.16	901.49
2013-06-16 06:00:00	448	15.15	10.09	900.65
2013-06-16 07:00:00	619.08	15.2	10.05	899.82
2013-06-16 08:00:00	992.33	15.23	10.04	898.99
2013-06-16 09:00:00	1322.28	15.32	10.07	898.15
2013-06-16 10:00:00	519.17	15.42	10.2	897.32
2013-06-16 11:00:00	885.03	15.39	10.19	896.49
2013-06-16 12:00:00	341.94	15.36	10.12	895.66
2013-06-16 13:00:00	266.23	15.33	9.97	894.82
2013-06-16 14:00:00	858.32	15.41	9.93	893.99
2013-06-16 15:00:00	798	15.44	9.92	893.16
2013-06-16 16:00:00	662.09	15.49	10.01	892.32
2013-06-16 17:00:00	249.69	15.41	10.15	891.49
2013-06-16 18:00:00	447.64	15.45	10.2	890.66
2013-06-16 19:00:00	312.14	15.5	10.23	889.83
2013-06-16 20:00:00	65.48	15.37	10.25	888.99
2013-06-16 21:00:00	0.0	15.29	10.24	888.16
2013-06-16 22:00:00	0.0	15.3	10.25	887.33
2013-06-16 23:00:00	0.0	15.2	10.21	886.49
2013-06-17 00:00:00	0.0	15.2	10.18	885.66
2013-06-17 01:00:00	0.0	15.18	10.07	884.83
2013-06-17 02:00:00	0.0	15.15	9.96	884
2013-06-17 03:00:00	0.0	15.17	10.1	883.16
2013-06-17 04:00:00	21.99	15.15	10.16	882.33
2013-06-17 05:00:00	289.57	15.1	10.17	881.5
2013-06-17 06:00:00	545.88	15.1	10.31	880.67
2013-06-17 07:00:00	811.6	15.1	10.29	879.83
2013-06-17 08:00:00	1055.24	15.15	10.31	879
2013-06-17 09:00:00	1259.36	15.27	10.34	878.17
2013-06-17 10:00:00	1342.05	15.58	10.37	877.33
2013-06-17 11:00:00	1504.37	15.9	10.43	876.5
2013-06-17 12:00:00	1557.63	16	10.35	875.67
2013-06-17 13:00:00	1512.26	16.13	10.27	874.84
2013-06-17 14:00:00	1413.06	16.41	10.18	874
2013-06-17 15:00:00	1245.69	16.47	10.2	873.17
2013-06-17 16:00:00	999.56	16.59	10.23	872.34
2013-06-17 17:00:00	743.28	16.53	10.18	871.5
2013-06-17 18:00:00	450.16	16.26	10.18	870.67
2013-06-17 19:00:00	181.34	16.02	10.15	869.84
2013-06-17 20:00:00	27.34	15.75	10.14	869.01
2013-06-17 21:00:00	0.0	15.51	10.14	868.17
2013-06-17 22:00:00	0.0	15.5	10.2	867.34
2013-06-17 23:00:00	0.0	15.5	10.35	866.51
2013-06-18 00:00:00	0.0	15.5	10.39	866.43
2013-06-18 01:00:00	0.0	15.6	10.39	866.45
2013-06-18 02:00:00	0.0	15.6	10.33	866.46
2013-06-18 03:00:00	0.0	15.61	10.2	866.47
2013-06-18 04:00:00	24.79	15.62	10.16	866.49
2013-06-18 05:00:00	149.18	15.54	10.27	866.5
2013-06-18 06:00:00	238.76	15.59	10.28	866.51
2013-06-18 07:00:00	277.5	15.6	10.19	866.53
2013-06-18 08:00:00	385.44	15.74	10.13	866.54
2013-06-18 09:00:00	449.16	15.8	10.06	866.55
#Temperatures interpolated
2013-06-18 10:00:00	981.28	15.42	10.2	866.57
2013-06-18 11:00:00	1437.13	15.39	10.19	866.58
2013-06-18 12:00:00	1537.16	15.36	10.12	866.59
2013-06-18 13:00:00	1470.87	15.33	9.97	866.61
2013-06-18 14:00:00	1367.39	15.41	9.93	866.62
2013-06-18 15:00:00	788.42	15.44	9.92	866.63
2013-06-18 16:00:00	674.59	15.49	10.01	866.65
2013-06-18 17:00:00	747.23	15.41	10.15	866.66
2013-06-18 18:00:00	288.7	15.45	10.2	866.67
2013-06-18 19:00:00	290.63	15.5	10.23	866.69
2013-06-18 20:00:00	70.44	15.37	10.25	866.7
2013-06-18 21:00:00	0.05	15.29	10.24	866.71
2013-06-18 22:00:00	0.0	15.3	10.25	866.73
2013-06-18 23:00:00	0.0	15.2	10.21	866.74
2013-06-19 00:00:00	0.0	15.2	10.18	866.75
2013-06-19 01:00:00	0.0	15.18	10.07	866.77
2013-06-19 02:00:00	0.0	15.15	9.96	866.78
2013-06-19 03:00:00	0.0	15.17	10.1	866.79
2013-06-19 04:00:00	3.97	15.15	10.16	866.81
2013-06-19 05:00:00	24.47	15.1	10.17	866.82
2013-06-19 06:00:00	177.11	15.1	10.31	866.83
2013-06-19 07:00:00	429.53	15.1	10.29	866.85
2013-06-19 08:00:00	415.95	15.15	10.31	866.86
2013-06-19 09:00:00	544.14	15.27	10.34	866.87
2013-06-19 10:00:00	568.06	15.58	10.37	866.89
2013-06-19 11:00:00	716.18	15.9	10.43	866.9
2013-06-19 12:00:00	1085.2	16	10.35	866.91
2013-06-19 13:00:00	461.45	16.13	10.27	866.93
2013-06-19 14:00:00	265.46	16.41	10.18	866.94
2013-06-19 15:00:00	88.4	16.47	10.2	866.95
2013-06-19 16:00:00	26.18	16.59	10.23	866.97
2013-06-19 17:00:00	152.78	16.53	10.18	866.98
2013-06-19 18:00:00	98.26	16.26	10.18	866.99
2013-06-19 19:00:00	4.29	16.02	10.15	867.01
2013-06-19 20:00:00	0.0	15.75	10.14	867.02
2013-06-19 21:00:00	0.0	15.51	10.14	867.03
2013-06-19 22:00:00	0.0	15.5	10.2	867.05
2013-06-19 23:00:00	0.0	15.5	10.35	867.06
2013-06-20 00:00:00	0.0	15.5	10.39	866.69
2013-06-20 01:00:00	0.0	15.6	10.39	866.29
2013-06-20 02:00:00	0.0	15.6	10.33	865.88
2013-06-20 03:00:00	0.0	15.61	10.2	865.48
2013-06-20 04:00:00	0.0	15.62	10.16	865.08
2013-06-20 05:00:00	15.64	15.54	10.27	864.67
2013-06-20 06:00:00	93.64	15.59	10.28	864.27
2013-06-20 07:00:00	243.15	15.6	10.19	863.86
#
2013-06-20 08:00:00	325.85	15.14	10.23	863.46
2013-06-20 09:00:00	445.64	16.23	10.26	863.06
2013-06-20 10:00:00	967.29	16.33	10.28	862.65
2013-06-20 11:00:00	995.96	16.48	10.31	862.25
2013-06-20 12:00:00	1032.57	16.7	10.18	861.84
2013-06-20 13:00:00	1190.28	17.11	10.19	861.44
2013-06-20 14:00:00	1080.95	17.29	10.19	861.04
2013-06-20 15:00:00	628.34	17.29	10.52	860.63
2013-06-20 16:00:00	772.75	17.21	10.64	860.23
2013-06-20 17:00:00	775.01	17.64	10.64	859.83
2013-06-20 18:00:00	485.88	17.5	10.79	859.42
2013-06-20 19:00:00	265.87	17.46	10.89	859.02
2013-06-20 20:00:00	63.11	17.04	10.95	858.61
2013-06-20 21:00:00	0.0	16.53	11.09	858.21
2013-06-20 22:00:00	0.0	16.78	11.27	857.81
2013-06-20 23:00:00	0.0	16.76	10.94	857.4
2013-06-21 00:00:00	0.0	16.57	11.26	857
2013-06-21 01:00:00	0.0	16.41	11.28	856.59
2013-06-21 02:00:00	0.0	16.41	11.36	856.19
2013-06-21 03:00:00	0.13	16.26	11.27	855.79
2013-06-21 04:00:00	60.71	16.1	11.29	855.38
2013-06-21 05:00:00	173.64	16.1	11.28	854.98
2013-06-21 06:00:00	399.28	16.04	11.41	854.57
2013-06-21 07:00:00	415.89	16.07	11.57	854.17
2013-06-21 08:00:00	997.17	16.21	11.77	853.77
2013-06-21 09:00:00	796.13	16.54	11.75	853.36
2013-06-21 10:00:00	482.69	16.58	11.91	852.96
2013-06-21 11:00:00	396.43	16.67	12.03	852.56
2013-06-21 12:00:00	517.14	16.79	12.02	852.15
2013-06-21 13:00:00	346.89	16.78	11.82	851.75
2013-06-21 14:00:00	254.27	16.84	11.72	851.34
2013-06-21 15:00:00	115.89	16.85	11.63	850.94
2013-06-21 16:00:00	90.3	16.81	11.61	850.54
2013-06-21 17:00:00	46.15	16.86	11.8	850.13
2013-06-21 18:00:00	57.16	16.94	11.73	849.73
2013-06-21 19:00:00	23.69	17.01	11.42	849.32
2013-06-21 20:00:00	3.41	17.01	11.32	848.92
2013-06-21 21:00:00	0.0	16.96	11.38	848.52
2013-06-21 22:00:00	0.0	16.73	11.1	848.11
2013-06-21 23:00:00	0.0	16.67	10.96	847.71
2013-06-22 00:00:00	0.0	16.42	10.79	847.31
2013-06-22 01:00:00	0.0	16.43	10.96	846.9
2013-06-22 02:00:00	0.0	16.4	11.04	846.5
2013-06-22 03:00:00	0.0	16.41	11.01	846.1
2013-06-22 04:00:00	5.73	16.34	11.11	845.69
2013-06-22 05:00:00	0.0	16.27	11.1	845.29
2013-06-22 06:00:00	29.47	16.35	11.11	844.89
2013-06-22 07:00:00	100.27	16.4	11.17	844.48
2013-06-22 08:00:00	115.14	16.4	11.18	844.08
2013-06-22 09:00:00	423.75	16.4	11	843.68
2013-06-22 10:00:00	1175.36	16.4	10.92	843.27
2013-06-22 11:00:00	597.13	16.41	10.84	842.87
2013-06-22 12:00:00	725.56	16.48	10.8	842.47
2013-06-22 13:00:00	626.28	16.53	10.67	842.07
2013-06-22 14:00:00	717.1	16.57	10.67	841.66
2013-06-22 15:00:00	301.37	16.44	10.76	841.26
2013-06-22 16:00:00	514.03	16.48	10.84	840.86
2013-06-22 17:00:00	219.44	16.57	10.8	840.45
2013-06-22 18:00:00	62.42	16.59	11.11	840.05
2013-06-22 19:00:00	0.72	16.43	11.43	839.65
2013-06-22 20:00:00	19.77	16.26	11.43	839.24
2013-06-22 21:00:00	0.0	16.22	11.42	838.84
2013-06-22 22:00:00	0.0	16.14	11.52	838.44
2013-06-22 23:00:00	0.0	16.12	11.66	838.03
2013-06-23 00:00:00	0.0	16.1	12.13	837.63
2013-06-23 01:00:00	0.0	16.12	12.35	837.23
2013-06-23 02:00:00	0.0	16.1	12.38	836.83
2013-06-23 03:00:00	0.0	16.1	12.25	836.42
2013-06-23 04:00:00	3.16	16.1	12.23	836.02
2013-06-23 05:00:00	120.53	16.1	11.98	835.62
2013-06-23 06:00:00	132.98	16.1	12.05	835.21
2013-06-23 07:00:00	129.67	16.1	12.06	834.81
2013-06-23 08:00:00	253.59	16.11	12.24	834.41
2013-06-23 09:00:00	433.25	16.22	12.1	834
2013-06-23 10:00:00	811.24	16.24	11.83	833.6
2013-06-23 11:00:00	1539.38	16.2	11.81	833.2
2013-06-23 12:00:00	1201.52	16.35	11.96	832.79
2013-06-23 13:00:00	860.53	16.57	12.08	832.39
2013-06-23 14:00:00	566.84	16.56	12.27	831.99
2013-06-23 15:00:00	438.52	16.61	12.32	831.59
2013-06-23 16:00:00	379.45	16.7	12.38	831.18
2013-06-23 17:00:00	444.53	16.73	12.39	830.78
2013-06-23 18:00:00	492.05	16.85	12.24	830.38
2013-06-23 19:00:00	194.65	16.71	12.07	829.97
2013-06-23 20:00:00	41.5	16.7	11.8	829.57
2013-06-23 21:00:00	0.0	16.6	11.64	829.17
2013-06-23 22:00:00	0.0	16.59	11.72	828.76
2013-06-23 23:00:00	0.0	16.47	11.81	828.36
2013-06-24 00:00:00	0.0	16.57	11.96	828.3
2013-06-24 01:00:00	0.0	16.56	12.04	828.25
2013-06-24 02:00:00	0.0	16.51	11.99	828.21
2013-06-24 03:00:00	0.0	16.5	11.82	828.17
2013-06-24 04:00:00	15.03	16.5	11.85	828.12
2013-06-24 05:00:00	208.64	16.5	11.9	828.08
2013-06-24 06:00:00	449.35	16.48	11.73	828.03
2013-06-24 07:00:00	750.99	16.41	11.59	827.99
2013-06-24 08:00:00	870.41	16.41	11.64	827.94
2013-06-24 09:00:00	1024.01	16.51	11.65	827.9
2013-06-24 10:00:00	663.82	16.6	11.54	827.86
2013-06-24 11:00:00	742.25	16.64	11.63	827.81
2013-06-24 12:00:00	651.97	16.73	11.65	827.77
2013-06-24 13:00:00	713.43	16.71	11.73	827.72
2013-06-24 14:00:00	745.14	16.73	11.67	827.68
2013-06-24 15:00:00	812.81	16.76	11.52	827.64
2013-06-24 16:00:00	585.42	16.79	11.51	827.59
2013-06-24 17:00:00	185.65	16.72	11.61	827.55
2013-06-24 18:00:00	125.98	16.67	11.94	827.5
2013-06-24 19:00:00	16	16.62	11.82	827.46
2013-06-24 20:00:00	41.93	16.62	11.67	827.41
2013-06-24 21:00:00	0.0	16.31	11.39	827.37
2013-06-24 22:00:00	0.0	15.4	11.4	827.33
2013-06-24 23:00:00	0.0	15.89	11.58	827.28
2013-06-25 00:00:00	0.0	16.12	11.85	827.24
2013-06-25 01:00:00	0.0	16.1	12.22	827.19
2013-06-25 02:00:00	0.0	16.01	12.34	827.15
2013-06-25 03:00:00	0.0	16.03	12.45	827.11
2013-06-25 04:00:00	12.95	16.1	12.64	827.06
2013-06-25 05:00:00	120.97	16.13	12.21	827.02
2013-06-25 06:00:00	262.14	16.11	12.2	826.97
2013-06-25 07:00:00	594.19	16.17	12.07	826.93
2013-06-25 08:00:00	948.44	16.27	12	826.88
2013-06-25 09:00:00	1119.42	16.38	12.14	826.84
2013-06-25 10:00:00	1524.72	16.43	12.01	826.8
2013-06-25 11:00:00	1569.22	16.65	12.02	826.75
2013-06-25 12:00:00	1501.27	16.86	12	826.71
2013-06-25 13:00:00	1501.7	17.11	11.9	826.66
2013-06-25 14:00:00	1392.35	17.26	12.02	826.62
2013-06-25 15:00:00	1086.88	17.32	12.23	826.58
2013-06-25 16:00:00	804.98	17.48	12.18	826.53
2013-06-25 17:00:00	549.95	17.35	11.91	826.49
2013-06-25 18:00:00	331.79	17.51	11.84	826.44
2013-06-25 19:00:00	165.48	17.65	11.71	826.4
2013-06-25 20:00:00	21.64	17.8	11.93	826.35
2013-06-25 21:00:00	0.0	17.57	11.85	826.31
2013-06-25 22:00:00	0.0	17.48	11.47	826.27
2013-06-25 23:00:00	0.0	17.2	11.35	826.22
2013-06-26 00:00:00	0.0	17.06	11.49	825.96
2013-06-26 01:00:00	0.0	17.06	11.64	825.68
2013-06-26 02:00:00	0.0	16.99	11.67	825.41
2013-06-26 03:00:00	0.0	16.9	11.75	825.14
2013-06-26 04:00:00	2.11	16.91	11.98	824.86
2013-06-26 05:00:00	16.7	16.9	12.07	824.59
2013-06-26 06:00:00	73.98	16.94	11.87	824.32
2013-06-26 07:00:00	114.58	16.99	11.74	824.04
2013-06-26 08:00:00	147.19	16.92	11.64	823.77
2013-06-26 09:00:00	214.75	16.92	11.57	823.5
2013-06-26 10:00:00	265.73	16.9	11.54	823.22
2013-06-26 11:00:00	139.56	16.87	11.25	822.95
2013-06-26 12:00:00	118.89	16.8	11.35	822.67
2013-06-26 13:00:00	154.51	16.81	11.43	822.4
2013-06-26 14:00:00	224.05	16.8	11.39	822.13
2013-06-26 15:00:00	213.41	16.8	11.43	821.85
2013-06-26 16:00:00	193.02	16.77	11.5	821.58
2013-06-26 17:00:00	127.62	16.7	11.71	821.31
2013-06-26 18:00:00	40.44	16.7	11.6	821.03
2013-06-26 19:00:00	8.38	16.68	11.73	820.76
2013-06-26 20:00:00	0.62	16.59	11.64	820.49
2013-06-26 21:00:00	0.0	16.6	11.45	820.21
2013-06-26 22:00:00	0.0	16.69	11.34	819.94
2013-06-26 23:00:00	0.0	16.67	11.15	819.67
2013-06-27 00:00:00	0.0	16.3	11.28	819.39
2013-06-27 01:00:00	0.0	16.28	11.12	819.12
2013-06-27 02:00:00	0.0	16.6	11.29	818.85
2013-06-27 03:00:00	0.0	16.58	11.33	818.57
2013-06-27 04:00:00	12.09	16.5	11.35	818.3
2013-06-27 05:00:00	89.39	16.56	11.24	818.03
2013-06-27 06:00:00	181.8	16.51	11.1	817.75
2013-06-27 07:00:00	349.04	16.56	11.2	817.48
2013-06-27 08:00:00	693.37	16.6	11.39	817.21
2013-06-27 09:00:00	867.45	16.53	11.22	816.93
2013-06-27 10:00:00	476.96	16.67	11.2	816.66
2013-06-27 11:00:00	491.52	16.72	11.29	816.39
2013-06-27 12:00:00	121.38	16.71	11.3	816.11
2013-06-27 13:00:00	431.2	16.68	11.37	815.84
2013-06-27 14:00:00	646.57	16.92	11.35	815.57
2013-06-27 15:00:00	563.18	17.09	11.29	815.29
2013-06-27 16:00:00	287.72	17.04	11.19	815.02
2013-06-27 17:00:00	232.65	17.02	11.38	814.75
2013-06-27 18:00:00	519.28	17.06	11.58	814.47
2013-06-27 19:00:00	272.62	17.11	11.67	814.2
2013-06-27 20:00:00	47.73	17.01	11.47	813.93
2013-06-27 21:00:00	0.0	16.91	11.42	813.65
2013-06-27 22:00:00	0.0	16.85	11.54	813.38
2013-06-27 23:00:00	0.0	16.8	11.56	813.1
2013-06-28 00:00:00	0.0	16.73	11.56	812.91
2013-06-28 01:00:00	0.0	16.68	11.6	812.72
2013-06-28 02:00:00	0.0	16.69	11.65	812.53
2013-06-28 03:00:00	0.0	16.61	11.71	812.34
2013-06-28 04:00:00	1.68	16.48	11.86	812.15
2013-06-28 05:00:00	131.35	16.58	11.96	811.96
2013-06-28 06:00:00	141.92	16.53	11.97	811.77
2013-06-28 07:00:00	523.88	16.47	12.02	811.58
2013-06-28 08:00:00	429.31	16.47	12.05	811.39
2013-06-28 09:00:00	429.01	16.36	12.03	811.19
2013-06-28 10:00:00	490.55	16.25	11.96	811
2013-06-28 11:00:00	1020.02	15.95	11.92	810.81
2013-06-28 12:00:00	1406.51	15.99	11.87	810.62
2013-06-28 13:00:00	1443.05	15.93	11.96	810.43
2013-06-28 14:00:00	1442.48	16	11.97	810.24
2013-06-28 15:00:00	1311.77	15.94	12.03	810.05
2013-06-28 16:00:00	987.72	16	12.11	809.86
2013-06-28 17:00:00	731.44	16.11	12.15	809.67
2013-06-28 18:00:00	483.51	16.02	12.16	809.48
2013-06-28 19:00:00	207.84	15.94	12.22	809.29
2013-06-28 20:00:00	40.08	15.74	12.24	809.09
2013-06-28 21:00:00	0.0	15.6	12.36	808.9
2013-06-28 22:00:00	0.0	15.54	12.4	808.71
2013-06-28 23:00:00	0.0	15.36	12.41	808.52
2013-06-29 00:00:00	0.0	15.37	12.34	808.33
2013-06-29 01:00:00	0.0	15.14	12.48	808.14
2013-06-29 02:00:00	0.0	14.87	12.45	807.95
2013-06-29 03:00:00	0.0	14.87	12.56	807.76
2013-06-29 04:00:00	21.41	15.15	12.53	807.57
2013-06-29 05:00:00	244.93	15.18	12.48	807.38
2013-06-29 06:00:00	388.21	15.2	12.39	807.19
2013-06-29 07:00:00	259.59	15.22	12.35	806.99
2013-06-29 08:00:00	373.16	15.3	12.36	806.8
