# Date	PAR	Temp_Sea	Temp_Deap	pco2whigh
2013-04-30 10:00:00	1275.78	6.84	6.62	820.83
2013-04-30 11:00:00	1375.63	6.91	6.63	819.79
2013-04-30 12:00:00	1403.57	7	6.63	818.75
2013-04-30 13:00:00	1340.38	7.15	6.63	817.7
2013-04-30 14:00:00	1231.39	7.17	6.6	816.66
2013-04-30 15:00:00	1046.77	7.29	6.6	815.62
2013-04-30 16:00:00	812.68	7.39	6.61	814.58
2013-04-30 17:00:00	548.33	7.29	6.62	813.54
2013-04-30 18:00:00	278.46	7.28	6.64	812.5
2013-04-30 19:00:00	49.28	7.34	6.67	811.45
2013-04-30 20:00:00	0.0	7.3	6.7	810.41
2013-04-30 21:00:00	0.0	7.3	6.7	809.37
2013-04-30 22:00:00	0.0	7.24	6.71	808.33
2013-04-30 23:00:00	0.0	7.17	6.7	807.29
2013-05-01 00:00:00	0.0	7.1	6.69	806.23
2013-05-01 01:00:00	0.0	7.08	6.68	805.16
2013-05-01 02:00:00	0.0	7	6.7	804.08
2013-05-01 03:00:00	0.0	6.89	6.7	803.01
2013-05-01 04:00:00	0.0	6.88	6.68	801.93
2013-05-01 05:00:00	27.8	6.85	6.68	800.86
2013-05-01 06:00:00	331.24	6.7	6.69	799.78
2013-05-01 07:00:00	615.6	6.73	6.67	798.71
2013-05-01 08:00:00	865.12	6.82	6.65	797.63
2013-05-01 09:00:00	1097.66	7.03	6.63	796.56
2013-05-01 10:00:00	1273.7	6.95	6.62	795.48
2013-05-01 11:00:00	1375.06	7.07	6.63	794.41
2013-05-01 12:00:00	1405.22	7.72	6.61	793.33
2013-05-01 13:00:00	1342.96	7.87	6.6	792.26
2013-05-01 14:00:00	1199.59	7.43	6.63	791.18
2013-05-01 15:00:00	981.66	7.59	6.6	790.11
2013-05-01 16:00:00	789.1	7.7	6.6	789.03
2013-05-01 17:00:00	473.86	7.79	6.61	787.96
2013-05-01 18:00:00	247.37	7.81	6.61	786.88
2013-05-01 19:00:00	28.84	7.97	6.64	785.81
2013-05-01 20:00:00	0.0	7.94	6.63	784.73
2013-05-01 21:00:00	0.0	7.98	6.64	783.66
2013-05-01 22:00:00	0.0	7.95	6.63	782.58
2013-05-01 23:00:00	0.0	7.9	6.62	781.51
2013-05-02 00:00:00	0.0	7.86	6.63	780.43
2013-05-02 01:00:00	0.0	7.79	6.6	779.36
2013-05-02 02:00:00	0.0	6.85	6.61	778.28
2013-05-02 03:00:00	0.0	5.73	6.62	777.21
2013-05-02 04:00:00	0.0	5.62	6.63	776.13
2013-05-02 05:00:00	37.91	5.52	6.63	775.06
2013-05-02 06:00:00	301.45	7.04	6.63	773.98
2013-05-02 07:00:00	582.5	7.32	6.61	772.91
2013-05-02 08:00:00	880.81	7.29	6.62	771.83
2013-05-02 09:00:00	1109.46	7.2	6.61	770.76
2013-05-02 10:00:00	1283.4	7.2	6.6	769.68
2013-05-02 11:00:00	1384.74	7.2	6.57	768.61
2013-05-02 12:00:00	1412.83	7.21	6.57	767.53
2013-05-02 13:00:00	1352.91	7.21	6.56	766.46
2013-05-02 14:00:00	1244.91	7.21	6.55	765.38
2013-05-02 15:00:00	1062.8	7.28	6.59	764.31
2013-05-02 16:00:00	831	8.26	6.57	763.23
2013-05-02 17:00:00	566.75	8.79	6.58	762.16
2013-05-02 18:00:00	296.03	8.58	6.58	761.08
2013-05-02 19:00:00	57.59	7	6.59	760.01
2013-05-02 20:00:00	0.0	7.01	6.59	758.93
2013-05-02 21:00:00	0.0	7.09	6.59	757.86
2013-05-02 22:00:00	0.0	7.06	6.59	756.78
2013-05-02 23:00:00	0.0	7.1	6.61	755.71
2013-05-03 00:00:00	0.0	7.05	6.63	754.62
2013-05-03 01:00:00	0.0	6.85	6.64	753.51
2013-05-03 02:00:00	0.0	3.79	6.63	752.41
2013-05-03 03:00:00	0.0	3.23	6.64	751.3
2013-05-03 04:00:00	0.07	2.85	6.67	750.2
2013-05-03 05:00:00	46.19	3.24	6.68	749.09
2013-05-03 06:00:00	317.49	4.86	6.67	747.99
2013-05-03 07:00:00	593.91	6.98	6.68	746.89
2013-05-03 08:00:00	787.62	7.92	6.66	745.78
2013-05-03 09:00:00	1148.83	7.3	6.67	744.68
2013-05-03 10:00:00	1238.77	7.31	6.67	743.57
2013-05-03 11:00:00	1319	7.34	6.69	742.47
2013-05-03 12:00:00	1258.61	7.4	6.69	741.36
2013-05-03 13:00:00	1013.8	7.44	6.7	740.26
2013-05-03 14:00:00	850.54	7.54	6.71	739.15
2013-05-03 15:00:00	534.52	7.19	6.71	738.05
2013-05-03 16:00:00	381.77	9.32	6.68	736.94
2013-05-03 17:00:00	300.21	10.1	6.66	735.84
2013-05-03 18:00:00	182.05	10.28	6.66	734.74
2013-05-03 19:00:00	24.26	7.94	6.64	733.63
2013-05-03 20:00:00	0.0	7.86	6.63	732.53
2013-05-03 21:00:00	0.0	7.73	6.64	731.42
2013-05-03 22:00:00	0.0	7.61	6.65	730.32
2013-05-03 23:00:00	0.0	7.61	6.68	729.21
2013-05-04 00:00:00	0.0	7.6	6.68	728.11
2013-05-04 01:00:00	0.0	7.59	6.7	727.0
2013-05-04 02:00:00	0.0	7.51	6.7	725.9
2013-05-04 03:00:00	0.0	7.4	6.69	724.79
2013-05-04 04:00:00	0.0	6.26	6.69	723.69
2013-05-04 05:00:00	44.15	6.75	6.7	722.58
2013-05-04 06:00:00	127.44	7.37	6.68	721.48
2013-05-04 07:00:00	528.11	8.42	6.68	720.38
2013-05-04 08:00:00	521.08	7.43	6.69	719.27
2013-05-04 09:00:00	175.02	7.4	6.7	718.17
2013-05-04 10:00:00	275.27	7.4	6.7	717.06
2013-05-04 11:00:00	515.45	7.47	6.66	715.96
2013-05-04 12:00:00	259.39	7.43	6.66	714.85
2013-05-04 13:00:00	230.1	7.41	6.7	713.75
2013-05-04 14:00:00	255.68	7.4	6.69	712.64
2013-05-04 15:00:00	387.65	7.44	6.69	711.54
2013-05-04 16:00:00	415.67	7.51	6.69	710.43
2013-05-04 17:00:00	282.91	7.57	6.73	709.33
2013-05-04 18:00:00	133.62	7.55	6.72	708.23
2013-05-04 19:00:00	38.76	7.59	6.74	707.12
2013-05-04 20:00:00	0.0	7.59	6.75	706.02
2013-05-04 21:00:00	0.0	7.52	6.74	704.91
2013-05-04 22:00:00	0.0	7.51	6.75	703.81
2013-05-04 23:00:00	0.0	7.51	6.74	702.7
2013-05-05 00:00:00	0.0	7.5	6.78	701.85
2013-05-05 01:00:00	0.0	7.5	6.83	701.24
2013-05-05 02:00:00	0.0	7.5	6.85	700.62
2013-05-05 03:00:00	0.0	7.45	6.89	700.01
2013-05-05 04:00:00	0.33	7.4	6.88	699.4
2013-05-05 05:00:00	56.64	7.4	6.89	698.79
2013-05-05 06:00:00	335.21	7.38	6.88	698.18
2013-05-05 07:00:00	638.87	7.36	6.89	697.57
2013-05-05 08:00:00	606.86	7.4	6.88	696.95
2013-05-05 09:00:00	1022.61	7.5	6.86	696.34
2013-05-05 10:00:00	1118.12	7.68	6.88	695.73
2013-05-05 11:00:00	988.65	7.84	6.89	695.12
2013-05-05 12:00:00	882.32	8.04	6.88	694.51
2013-05-05 13:00:00	1263.05	8.1	6.89	693.89
2013-05-05 14:00:00	1239.49	8.26	6.89	693.28
2013-05-05 15:00:00	1067.07	8.58	6.91	692.67
2013-05-05 16:00:00	843.01	8.81	6.93	692.06
2013-05-05 17:00:00	600.32	8.7	6.95	691.45
2013-05-05 18:00:00	312.46	9.04	6.96	690.83
2013-05-05 19:00:00	71.36	9.75	6.95	690.22
2013-05-05 20:00:00	0.0	7.96	6.94	689.61
2013-05-05 21:00:00	0.0	7.88	6.98	689.0
2013-05-05 22:00:00	0.0	7.89	7.0	688.39
2013-05-05 23:00:00	0.0	8.04	7.02	687.78
2013-05-06 00:00:00	0.0	8.11	7.02	687.16
2013-05-06 01:00:00	0.0	7.99	7.0	686.55
2013-05-06 02:00:00	0.0	7.91	7.0	685.94
2013-05-06 03:00:00	0.0	7.91	6.99	685.33
2013-05-06 04:00:00	0.0	7.94	6.98	684.72
2013-05-06 05:00:00	31.32	7.92	6.99	684.1
2013-05-06 06:00:00	300.8	7.75	6.99	683.49
2013-05-06 07:00:00	586.28	7.88	6.98	682.88
2013-05-06 08:00:00	706.8	8.64	6.98	682.27
2013-05-06 09:00:00	939.46	8.96	6.95	681.66
2013-05-06 10:00:00	534.64	9.96	6.96	681.04
2013-05-06 11:00:00	496.87	8.7	7.04	680.43
2013-05-06 12:00:00	1348.67	8.3	7.03	679.82
2013-05-06 13:00:00	1284.94	8.37	6.98	679.21
2013-05-06 14:00:00	1047.86	8.41	6.99	678.6
2013-05-06 15:00:00	1005.96	8.88	7.05	677.98
2013-05-06 16:00:00	803.23	9.13	7.01	677.37
2013-05-06 17:00:00	277.18	9.03	6.95	676.76
2013-05-06 18:00:00	138	8.88	6.97	676.15
2013-05-06 19:00:00	25.87	8.83	6.97	675.54
2013-05-06 20:00:00	0.0	8.79	6.95	674.93
2013-05-06 21:00:00	0.0	8.8	6.98	674.31
2013-05-06 22:00:00	0.0	8.8	6.98	673.7
2013-05-06 23:00:00	0.0	8.8	7.0	673.09
2013-05-07 00:00:00	0.0	8.78	6.99	672.62
2013-05-07 01:00:00	0.0	8.64	6.98	672.29
2013-05-07 02:00:00	0.0	8.7	6.95	671.95
2013-05-07 03:00:00	0.0	8.69	6.94	671.61
2013-05-07 04:00:00	2.32	8.57	6.93	671.28
2013-05-07 05:00:00	81.71	8.51	6.93	670.94
2013-05-07 06:00:00	357.03	8.46	6.93	670.6
2013-05-07 07:00:00	634.66	8.4	6.93	670.27
2013-05-07 08:00:00	896.32	8.55	6.93	669.93
2013-05-07 09:00:00	1107.39	8.98	6.95	669.59
2013-05-07 10:00:00	1288.1	9.19	6.92	669.25
2013-05-07 11:00:00	1394.36	9.28	6.93	668.92
2013-05-07 12:00:00	1419.18	9.92	6.92	668.58
2013-05-07 13:00:00	1354.99	10.7	6.93	668.24
2013-05-07 14:00:00	1251.72	10.79	6.94	667.91
2013-05-07 15:00:00	1072.73	11.05	7	667.57
2013-05-07 16:00:00	844.66	11.64	7.01	667.23
2013-05-07 17:00:00	586.88	11.9	7.06	666.9
2013-05-07 18:00:00	320.81	12.22	7.06	666.56
2013-05-07 19:00:00	79.03	11.94	7.02	666.22
2013-05-07 20:00:00	0.05	9.69	6.99	665.89
2013-05-07 21:00:00	0.56	8.92	6.98	665.55
2013-05-07 22:00:00	0.0	9.62	6.99	665.21
2013-05-07 23:00:00	0.0	10.82	6.99	664.88
2013-05-08 00:00:00	0.0	11.01	6.98	664.54
2013-05-08 01:00:00	0.0	10.99	6.98	664.2
2013-05-08 02:00:00	0.0	10.76	6.95	663.87
2013-05-08 03:00:00	0.0	10.69	6.94	663.53
2013-05-08 04:00:00	0.62	10.6	6.91	663.19
2013-05-08 05:00:00	83.63	10.6	6.91	662.86
2013-05-08 06:00:00	336.25	10.6	6.91	662.52
2013-05-08 07:00:00	564.44	10.6	6.9	662.18
2013-05-08 08:00:00	543	11.9	6.89	661.85
2013-05-08 09:00:00	431.15	14.98	6.89	661.51
2013-05-08 10:00:00	369.45	15.84	6.89	661.17
2013-05-08 11:00:00	235.5	13.7	6.91	660.84
2013-05-08 12:00:00	207.04	11.5	6.92	660.5
2013-05-08 13:00:00	88.7	11.01	6.92	660.16
2013-05-08 14:00:00	75.5	11	6.92	659.82
2013-05-08 15:00:00	124.97	11	6.93	659.49
2013-05-08 16:00:00	99.1	11	6.94	659.15
2013-05-08 17:00:00	41.4	11	6.94	658.81
2013-05-08 18:00:00	18.91	10.99	6.94	658.48
2013-05-08 19:00:00	0.45	10.94	6.93	658.14
2013-05-08 20:00:00	0.0	10.68	6.94	657.8
2013-05-08 21:00:00	0.0	10.06	6.92	657.47
2013-05-08 22:00:00	0.0	10.02	7.02	657.13
2013-05-08 23:00:00	0.0	10.15	7.03	656.79
2013-05-09 00:00:00	0.0	10.23	7.05	656.65
2013-05-09 01:00:00	0.0	10.29	7.08	656.68
2013-05-09 02:00:00	0.0	10.3	7.09	656.71
2013-05-09 03:00:00	0.0	10.21	7.11	656.73
2013-05-09 04:00:00	0.14	9.99	7.06	656.76
2013-05-09 05:00:00	77.76	9.88	7.07	656.79
2013-05-09 06:00:00	67.11	10.05	7.05	656.81
2013-05-09 07:00:00	371.96	10.1	7.01	656.84
2013-05-09 08:00:00	603.29	10.23	7.01	656.87
2013-05-09 09:00:00	323.47	10.63	7.02	656.89
2013-05-09 10:00:00	224.22	10.73	7.04	656.92
2013-05-09 11:00:00	225	10.41	7.03	656.95
2013-05-09 12:00:00	878.79	10.52	7.03	656.97
2013-05-09 13:00:00	893.82	10.56	7.03	657.0
2013-05-09 14:00:00	171.3	10.29	7.06	657.03
2013-05-09 15:00:00	448.05	10.16	7.1	657.05
2013-05-09 16:00:00	233.46	9.79	7.11	657.08
2013-05-09 17:00:00	383.72	9.99	7.13	657.11
2013-05-09 18:00:00	227.62	10.17	7.15	657.13
2013-05-09 19:00:00	19.25	10.02	7.14	657.16
2013-05-09 20:00:00	52.09	10.01	7.12	657.19
2013-05-09 21:00:00	0.0	9.93	7.13	657.21
2013-05-09 22:00:00	0.0	9.9	7.13	657.24
2013-05-09 23:00:00	0.0	9.8	7.15	657.27
2013-05-10 00:00:00	0.0	9.74	7.13	657.29
2013-05-10 01:00:00	0.0	9.71	7.14	657.32
2013-05-10 02:00:00	0.0	9.7	7.13	657.35
2013-05-10 03:00:00	0.0	9.7	7.13	657.37
2013-05-10 04:00:00	1.29	9.7	7.13	657.4
2013-05-10 05:00:00	104.24	9.71	7.13	657.43
2013-05-10 06:00:00	318.19	9.73	7.12	657.45
2013-05-10 07:00:00	681.68	9.71	7.11	657.48
2013-05-10 08:00:00	930.21	9.77	7.11	657.51
2013-05-10 09:00:00	1148.91	9.86	7.09	657.53
2013-05-10 10:00:00	1317.91	10.03	7.11	657.56
2013-05-10 11:00:00	1140.6	10.34	7.12	657.59
2013-05-10 12:00:00	746.88	10.45	7.1	657.61
2013-05-10 13:00:00	675	10.7	7.11	657.64
2013-05-10 14:00:00	380.25	10.78	7.1	657.67
2013-05-10 15:00:00	78.75	10.48	7.11	657.69
2013-05-10 16:00:00	361.87	10.39	7.09	657.72
2013-05-10 17:00:00	102.44	10.35	7.08	657.75
2013-05-10 18:00:00	119.49	10.43	7.12	657.77
2013-05-10 19:00:00	9.23	10.37	7.16	657.8
2013-05-10 20:00:00	0.0	10.14	7.18	657.83
2013-05-10 21:00:00	0.0	10.05	7.18	657.85
2013-05-10 22:00:00	0.0	10	7.18	657.88
2013-05-10 23:00:00	0.0	10.01	7.19	657.91
2013-05-11 00:00:00	0.0	9.83	7.21	657.85
2013-05-11 01:00:00	0.0	9.76	7.19	657.73
2013-05-11 02:00:00	0.0	9.7	7.17	657.61
2013-05-11 03:00:00	0.0	9.62	7.17	657.49
2013-05-11 04:00:00	0.0	9.57	7.17	657.37
2013-05-11 05:00:00	19.79	9.5	7.22	657.25
2013-05-11 06:00:00	53.74	9.5	7.23	657.14
2013-05-11 07:00:00	156.77	9.5	7.2	657.02
2013-05-11 08:00:00	249.88	9.51	7.17	656.9
2013-05-11 09:00:00	157.71	9.6	7.2	656.78
2013-05-11 10:00:00	261.17	9.63	7.24	656.66
2013-05-11 11:00:00	1102.66	9.83	7.22	656.54
2013-05-11 12:00:00	942.55	10.16	7.21	656.42
2013-05-11 13:00:00	1026.62	10.22	7.23	656.3
2013-05-11 14:00:00	1273.13	10.33	7.22	656.18
2013-05-11 15:00:00	880.71	10.61	7.23	656.06
2013-05-11 16:00:00	688.44	10.51	7.24	655.94
2013-05-11 17:00:00	386.22	10.51	7.21	655.82
2013-05-11 18:00:00	91.1	10.4	7.22	655.7
2013-05-11 19:00:00	25.39	10.54	7.18	655.58
2013-05-11 20:00:00	0.0	10.29	7.21	655.46
2013-05-11 21:00:00	0.0	9.99	7.23	655.34
2013-05-11 22:00:00	0.0	9.93	7.25	655.22
2013-05-11 23:00:00	0.0	9.95	7.28	655.1
2013-05-12 00:00:00	0.0	9.97	7.32	654.98
2013-05-12 01:00:00	0.0	9.9	7.35	654.86
2013-05-12 02:00:00	0.0	9.92	7.36	654.74
2013-05-12 03:00:00	0.0	9.9	7.32	654.62
2013-05-12 04:00:00	0.0	9.9	7.3	654.5
2013-05-12 05:00:00	0.7	9.9	7.26	654.38
2013-05-12 06:00:00	51.18	9.9	7.25	654.26
2013-05-12 07:00:00	289.95	9.9	7.25	654.14
2013-05-12 08:00:00	919.65	9.88	7.25	654.02
2013-05-12 09:00:00	839.86	9.8	7.27	653.91
2013-05-12 10:00:00	623.19	9.79	7.25	653.79
2013-05-12 11:00:00	505.25	9.97	7.35	653.67
2013-05-12 12:00:00	950.99	10.01	7.41	653.55
2013-05-12 13:00:00	1017.81	10.14	7.48	653.43
2013-05-12 14:00:00	632.93	10.32	7.5	653.31
2013-05-12 15:00:00	545.8	10.35	7.46	653.19
2013-05-12 16:00:00	411.06	10.4	7.38	653.07
2013-05-12 17:00:00	307.53	10.39	7.32	652.95
2013-05-12 18:00:00	253.5	10.38	7.26	652.83
2013-05-12 19:00:00	24.54	10.24	7.25	652.71
2013-05-12 20:00:00	0.0	10.17	7.21	652.59
2013-05-12 21:00:00	0.0	10.06	7.19	652.47
2013-05-12 22:00:00	0.0	10	7.17	652.35
2013-05-12 23:00:00	0.0	9.93	7.17	652.23
2013-05-13 00:00:00	0.0	9.91	7.2	652.11
2013-05-13 01:00:00	0.0	9.91	7.21	652
2013-05-13 02:00:00	0.0	9.85	7.22	651.88
2013-05-13 03:00:00	0.0	9.8	7.21	651.77
2013-05-13 04:00:00	1.37	9.79	7.23	651.66
2013-05-13 05:00:00	93.69	9.8	7.21	651.54
2013-05-13 06:00:00	193.12	9.8	7.14	651.43
2013-05-13 07:00:00	319.09	9.8	7.12	651.31
2013-05-13 08:00:00	441.72	9.83	7.12	651.2
2013-05-13 09:00:00	530.83	9.91	7.13	651.08
2013-05-13 10:00:00	612.92	10	7.13	650.97
2013-05-13 11:00:00	575.27	9.95	7.31	650.85
2013-05-13 12:00:00	492.58	10.01	7.26	650.74
2013-05-13 13:00:00	251.04	10	7.24	650.62
2013-05-13 14:00:00	172.36	10.04	7.23	650.51
2013-05-13 15:00:00	75.58	10.02	7.29	650.39
2013-05-13 16:00:00	51.54	10.02	7.26	650.28
2013-05-13 17:00:00	63.09	10.01	7.25	650.17
2013-05-13 18:00:00	15.58	9.92	7.28	650.05
2013-05-13 19:00:00	7.64	9.9	7.32	649.94
2013-05-13 20:00:00	0.0	9.87	7.35	649.82
2013-05-13 21:00:00	0.0	9.8	7.35	649.71
2013-05-13 22:00:00	0.0	9.79	7.31	649.59
2013-05-13 23:00:00	0.0	9.78	7.31	649.48
2013-05-14 00:00:00	0.0	9.75	7.28	649.36
2013-05-14 01:00:00	0.0	9.65	7.29	649.25
2013-05-14 02:00:00	0.0	9.59	7.28	649.13
2013-05-14 03:00:00	0.0	9.56	7.26	649.02
2013-05-14 04:00:00	2.9	9.52	7.23	648.9
2013-05-14 05:00:00	149	9.36	7.23	648.79
2013-05-14 06:00:00	340.83	9.25	7.24	648.67
2013-05-14 07:00:00	615.92	9.2	7.25	648.56
2013-05-14 08:00:00	524.13	9.24	7.24	648.45
2013-05-14 09:00:00	623.22	9.36	7.24	648.33
2013-05-14 10:00:00	628.12	9.46	7.23	648.22
2013-05-14 11:00:00	1100.98	9.48	7.23	648.1
2013-05-14 12:00:00	1274.62	9.56	7.24	647.99
2013-05-14 13:00:00	1397.68	9.56	7.22	647.87
2013-05-14 14:00:00	1314.77	9.62	7.23	647.76
2013-05-14 15:00:00	1142.75	9.94	7.23	647.64
2013-05-14 16:00:00	835.94	10.08	7.27	647.53
2013-05-14 17:00:00	455.54	10.16	7.26	647.41
2013-05-14 18:00:00	304.84	10.06	7.25	647.3
2013-05-14 19:00:00	72.21	10	7.26	647.18
2013-05-14 20:00:00	0.0	9.92	7.29	647.07
2013-05-14 21:00:00	0.0	9.78	7.3	646.96
2013-05-14 22:00:00	0.0	9.71	7.3	646.84
2013-05-14 23:00:00	0.0	9.79	7.31	646.73
2013-05-15 00:00:00	0.0	9.69	7.33	646.89
2013-05-15 01:00:00	0.0	9.48	7.33	647.25
2013-05-15 02:00:00	0.0	9.35	7.32	647.61
2013-05-15 03:00:00	0.0	9.08	7.31	647.96
2013-05-15 04:00:00	0.0	9.07	7.32	648.32
2013-05-15 05:00:00	65	9.09	7.34	648.68
2013-05-15 06:00:00	134.97	9.6	7.35	649.03
2013-05-15 07:00:00	112.91	9.6	7.38	649.39
2013-05-15 08:00:00	143.39	9.6	7.38	649.75
2013-05-15 09:00:00	548.79	9.64	7.38	650.1
2013-05-15 10:00:00	458.04	9.7	7.37	650.46
2013-05-15 11:00:00	384.34	9.74	7.35	650.82
2013-05-15 12:00:00	964.83	9.87	7.31	651.17
2013-05-15 13:00:00	1212.58	10.07	7.29	651.53
2013-05-15 14:00:00	887.84	10.72	7.29	651.89
2013-05-15 15:00:00	272.21	10.48	7.32	652.24
2013-05-15 16:00:00	305.72	10.72	7.36	652.6
2013-05-15 17:00:00	314.09	10.65	7.36	652.96
2013-05-15 18:00:00	123.13	10.52	7.32	653.32
2013-05-15 19:00:00	30.78	10.5	7.27	653.67
2013-05-15 20:00:00	0.38	10.38	7.31	654.03
2013-05-15 21:00:00	0.0	10.3	7.34	654.39
2013-05-15 22:00:00	0.0	10.36	7.33	654.74
2013-05-15 23:00:00	0.0	10.45	7.35	655.1
2013-05-16 00:00:00	0.0	10.44	7.36	655.46
2013-05-16 01:00:00	0.0	10.5	7.39	655.81
2013-05-16 02:00:00	0.0	10.41	7.42	656.17
2013-05-16 03:00:00	0.0	10.32	7.42	656.53
2013-05-16 04:00:00	0.18	10.4	7.43	656.88
2013-05-16 05:00:00	78.47	10.41	7.43	657.24
2013-05-16 06:00:00	342.21	10.4	7.45	657.6
2013-05-16 07:00:00	385.89	10.44	7.48	657.95
2013-05-16 08:00:00	591.12	10.59	7.55	658.31
2013-05-16 09:00:00	990.11	10.83	7.61	658.67
2013-05-16 10:00:00	1083.97	11	7.61	659.02
2013-05-16 11:00:00	964.35	11.45	7.62	659.38
2013-05-16 12:00:00	718.58	11.76	7.64	659.74
2013-05-16 13:00:00	1003.63	12.14	7.64	660.09
2013-05-16 14:00:00	663.16	12.67	7.56	660.45
2013-05-16 15:00:00	739.66	13.07	7.47	660.81
2013-05-16 16:00:00	793.61	13.04	7.53	661.16
2013-05-16 17:00:00	581.9	13.35	7.6	661.52
2013-05-16 18:00:00	306.47	13.36	7.66	661.88
2013-05-16 19:00:00	94.74	13.15	7.68	662.24
2013-05-16 20:00:00	0.32	13.08	7.67	662.59
2013-05-16 21:00:00	0.0	12.95	7.67	662.95
2013-05-16 22:00:00	0.0	12.8	7.65	663.31
2013-05-16 23:00:00	0.0	12.73	7.63	663.66
2013-05-17 00:00:00	0.0	12.59	7.62	668.8
2013-05-17 01:00:00	0.0	12.49	7.6	676.93
2013-05-17 02:00:00	0.0	11.75	7.59	685.07
2013-05-17 03:00:00	0.0	10.71	7.59	693.21
2013-05-17 04:00:00	19.82	9.91	7.59	701.35
2013-05-17 05:00:00	147.28	10.8	7.56	709.49
2013-05-17 06:00:00	157.02	11.27	7.57	717.62
2013-05-17 07:00:00	492.18	11.79	7.57	725.76
2013-05-17 08:00:00	680.25	11.79	7.58	733.9
2013-05-17 09:00:00	512.08	11.76	7.61	742.04
2013-05-17 10:00:00	964.34	11.74	7.58	750.18
2013-05-17 11:00:00	1104.61	11.86	7.57	758.31
2013-05-17 12:00:00	919.19	12.2	7.63	766.45
2013-05-17 13:00:00	844.03	12.24	7.63	774.59
2013-05-17 14:00:00	729.45	12.37	7.65	782.73
2013-05-17 15:00:00	859.13	12.75	7.64	790.87
2013-05-17 16:00:00	449.32	12.97	7.66	799
2013-05-17 17:00:00	467.87	13.03	7.7	807.14
2013-05-17 18:00:00	288.41	13.07	7.73	815.28
2013-05-17 19:00:00	97.83	13.06	7.76	823.42
2013-05-17 20:00:00	3.56	13.09	7.78	831.56
2013-05-17 21:00:00	0.0	13.01	7.78	839.69
2013-05-17 22:00:00	0.0	12.9	7.79	847.83
2013-05-17 23:00:00	0.0	12.85	7.79	855.97
2013-05-18 00:00:00	0.0	12.82	7.78	864.11
2013-05-18 01:00:00	0.0	12.78	7.75	872.25
2013-05-18 02:00:00	0.0	12.8	7.75	880.38
2013-05-18 03:00:00	0.0	12.74	7.76	888.52
2013-05-18 04:00:00	12.17	12.79	7.74	896.66
2013-05-18 05:00:00	143.76	13.14	7.76	904.8
2013-05-18 06:00:00	409.32	13.21	7.77	912.94
2013-05-18 07:00:00	679.53	13.26	7.78	921.07
2013-05-18 08:00:00	929.39	12.75	7.77	929.21
2013-05-18 09:00:00	1140.57	12.87	7.78	937.35
2013-05-18 10:00:00	1308.81	13.04	7.78	945.49
2013-05-18 11:00:00	1409.85	13.21	7.77	953.63
2013-05-18 12:00:00	1433.49	13.25	7.75	961.76
2013-05-18 13:00:00	1371	13.37	7.76	969.9
2013-05-18 14:00:00	1261.72	13.78	7.76	978.04
2013-05-18 15:00:00	1037.58	14.31	7.78	986.18
2013-05-18 16:00:00	849.19	15.74	7.79	994.32
2013-05-18 17:00:00	596.02	15.5	7.84	1002.45
2013-05-18 18:00:00	360.32	15.08	7.87	1010.59
2013-05-18 19:00:00	145.79	14.6	7.9	1018.73
2013-05-18 20:00:00	10.52	14.56	7.92	1026.87
2013-05-18 21:00:00	0.0	14.51	7.95	1035.01
2013-05-18 22:00:00	0.0	14.48	7.93	1043.14
2013-05-18 23:00:00	0.0	14.34	7.92	1051.28
2013-05-19 00:00:00	0.0	14.33	7.92	1053.42
2013-05-19 01:00:00	0.0	14.3	7.93	1052.07
2013-05-19 02:00:00	0.0	14.26	7.91	1050.71
2013-05-19 03:00:00	0.0	14.39	7.9	1049.35
2013-05-19 04:00:00	8.24	15.05	7.87	1047.99
2013-05-19 05:00:00	73.16	15.27	7.88	1046.64
2013-05-19 06:00:00	209.65	15.35	7.86	1045.28
2013-05-19 07:00:00	264.1	15.02	7.87	1043.92
2013-05-19 08:00:00	647.86	15.4	7.89	1042.57
2013-05-19 09:00:00	1089.66	14.47	7.9	1041.21
2013-05-19 10:00:00	1235.7	14.54	7.89	1039.85
2013-05-19 11:00:00	1369.32	14.72	7.87	1038.49
2013-05-19 12:00:00	720.87	14.73	7.85	1037.14
2013-05-19 13:00:00	535.17	14.92	7.85	1035.78
2013-05-19 14:00:00	621.82	15.07	7.87	1034.42
2013-05-19 15:00:00	903.79	15.32	7.89	1033.07
2013-05-19 16:00:00	595.21	15.63	7.93	1031.71
2013-05-19 17:00:00	628.11	16.77	7.96	1030.35
2013-05-19 18:00:00	333.2	16.95	7.96	1028.99
2013-05-19 19:00:00	127.55	15.99	7.97	1027.64
2013-05-19 20:00:00	1.65	15.51	7.96	1026.28
2013-05-19 21:00:00	0.0	15.45	7.92	1024.92
2013-05-19 22:00:00	0.0	15.36	7.89	1023.57
2013-05-19 23:00:00	0.0	15.3	7.89	1022.21
2013-05-20 00:00:00	0.0	15.3	7.88	1020.85
2013-05-20 01:00:00	0.0	15.26	7.85	1019.49
2013-05-20 02:00:00	0.0	15.16	7.85	1018.14
2013-05-20 03:00:00	0.0	15.1	7.85	1016.78
2013-05-20 04:00:00	0.0	14.97	7.82	1015.42
2013-05-20 05:00:00	14.79	14.25	7.81	1014.07
2013-05-20 06:00:00	140.47	13.63	7.8	1012.71
2013-05-20 07:00:00	148.32	13.85	7.81	1011.35
2013-05-20 08:00:00	161.64	14.16	7.77	1009.99
